Job Title,Organisation,Monthly Payment,Contract Type,Category,Closing,Location,Full-Time Equivalent (FTE),Opening
Back Office Team LeaderFinancial ServicesCity,Diamond Resourcing,2416.67,Permanent,Finance and Accounting,27/06/2013 12:00,London,,28/05/2013 12:00
Pest Control / Sales Executive,Townsmark Recruitment,1875,Permanent,Sales,1/04/2013 12:00,Nottinghamshire,,1/01/2013 12:00
Procurement Manager  Electronics,Cast UK Ltd,3958.33,Permanent,Engineering,20/03/2013 0:00,UK,,19/01/2013 0:00
Area Manager  South East c****k  car  bonus,Pzazz,3958.33,Permanent,Sales,6/05/2012 12:00,South East London,,6/04/2012 12:00
Mobile Air Conditioning Engineer  Bournemouth,FACILITY ASSOCIATES RECRUITMENT LTD,2250,Permanent,Engineering,26/01/2014 15:00,Bournemouth,,28/10/2013 15:00
TSM Specialist Cheshire,hyphen,5625,Permanent,Finance and Accounting,21/08/2013 0:00,Cheshire,,23/05/2013 0:00
Fantastic Science Teacher Opportunity,Capita Education Resourcing,2083.33,Permanent,Teaching,23/06/2012 15:00,Kent,,24/05/2012 15:00
Business Development Executive  Interiors,The Recruitment Factor,2708.33,Permanent,Sales,15/03/2013 15:00,South East London,,14/01/2013 15:00
Experienced Cleaning Contract Manager Required,FACILITY ASSOCIATES RECRUITMENT LTD,2916.67,Permanent,Engineering,24/04/2013 0:00,Northampton,,24/01/2013 0:00
Mobile AC Engineer,LJB & Co,2625,Permanent,Engineering,9/06/2012 0:00,London,,10/05/2012 0:00
Sales Representative (construction trainee or experienced considered),Robson James Recruitment,2250,Permanent,Sales,30/01/2014 15:00,UK,,1/11/2013 15:00
Office Based Account Manager  Portugal,Office Angels,1604.17,Permanent,Sales,23/03/2013 15:00,Maidstone,,21/02/2013 15:00
Customer Engagement Executive,Capital Strategy,583.33,Permanent,Sales,12/05/2013 15:00,Hove,,11/02/2013 15:00
Telephony/Video Conference Network Engineer London,hyphen,3208.33,Permanent,Finance and Accounting,2/09/2012 0:00,South East London,,3/08/2012 0:00
"SENCo Teaching Job, Medway, Kent",Capita Education Resourcing,2500,Permanent,Teaching,19/12/2013 12:00,Maidstone,,20/10/2013 12:00
Electrical Design / Draughtsperson,Temp Team Active Selection,2083.33,Permanent,Engineering,18/06/2013 15:00,Newcastle Upon Tyne,,20/03/2013 15:00
Field Sales / Pest Control,Townsmark Recruitment,1875,Permanent,Sales,15/03/2012 12:00,UK,,14/02/2012 12:00
UNIX Team Leader/Manager  London,hyphen,4375,Permanent,Finance and Accounting,27/01/2014 15:00,Cheshire,,29/10/2013 15:00
"ASPNET Developer (MVC, WCF, IOC  ideally UMBRACO)",TLP Consultancy Ltd,4583.33,Permanent,Information Technology,3/05/2012 15:00,London,,4/03/2012 15:00
UPS Service Engineer  South East,Hammond Recruitment,2500,Permanent,Engineering,16/10/2012 15:00,UK,,16/09/2012 15:00
Teacher of Maths Opportunity,Capita Education Resourcing,2250,Permanent,Teaching,9/03/2012 12:00,Chatham,,8/02/2012 12:00
CNC Operator  Perm  Up To ****k  Greater Manchester,Recruitment Zone Limited,1791.67,Permanent,Engineering,19/07/2012 0:00,UK,,20/05/2012 0:00
Creative Planning Manager,Freedom Recruitment   London/Manchester/Birmingham,3333.33,Permanent,Sales,9/07/2012 0:00,London,,10/05/2012 0:00
Secondary Teachers  Bexley,Engage Education,2700,Fixed Term Contract,Teaching,26/02/2012 12:00,Bexley,,27/01/2012 12:00
Area Manager  Bristol M4 c****k  car  bonus,Pzazz,3958.33,Permanent,Sales,23/03/2013 12:00,UK,,21/02/2013 12:00
Diagnostic Engineer,SkyBlue Solutions   Bath,1840,Fixed Term Contract,Engineering,9/05/2013 15:00,South West London,,25/04/2013 15:00
Linux/UNIX Systems Administrator  Cheshire,hyphen,3500,Permanent,Finance and Accounting,12/12/2012 12:00,Cheshire,,13/09/2012 12:00
Outbound Sales Advisors  Assessing,The Claims Guys,1750,Permanent,Sales,25/08/2013 12:00,UK,,26/06/2013 12:00
Customer Representative  Shirley,Nationwide,1376.83,Permanent,Finance and Accounting,2/03/2012 0:00,UK,,2/01/2012 0:00
Group Health and Safety Advisor / HSE / Health & Safety / HSE Adviser,XL Recruitment Ltd,3333.33,Permanent,Engineering,1/11/2013 0:00,UK,,2/10/2013 0:00
Teaching & Learning Manager Plumber/Heating/Gas Engineer,HR GO Recruitment,3195.83,Permanent,Teaching,5/05/2013 15:00,Maidstone,,5/04/2013 15:00
Band 6 Acute Experienced OT wanted in Suffolk,Castlerock Recruitment,3920,Fixed Term Contract,Healthcare and Nursing,3/06/2013 0:00,UK,,4/05/2013 0:00
Inclusion Workers,LEICESTER COLLEGE,1332,Fixed Term Contract,Healthcare and Nursing,22/11/2012 12:00,Leicester,,23/09/2012 12:00
SharePoint/SQL Build Engineer,Project People Ltd,4300,Fixed Term Contract,Information Technology,31/08/2012 0:00,UK,,2/07/2012 0:00
Primary Teachers  Lewisham,Engage Education,2700,Fixed Term Contract,Teaching,28/12/2012 0:00,South East London,,14/12/2012 0:00
SEN Teaching/Learning Suppport Assistants,Capita Education Resourcing,950,,Teaching,20/10/2013 0:00,Liverpool,0.6 FTE,21/08/2013 0:00
Brake Press Operative,Premiere People   Coventry,1584.33,Permanent,Engineering,13/06/2013 12:00,UK,,14/04/2013 12:00
Forklift Truck Engineer,Premiere People   Coventry,1875,Permanent,Engineering,20/03/2013 15:00,West Midlands,,18/02/2013 15:00
Account Manager IT Reseller,Genesis Associates,2083.33,Permanent,Sales,13/11/2012 12:00,UK,,15/08/2012 12:00
Business Development Manager  French or German Spkg,Euro London Appointments   London,3541.67,Permanent,Sales,17/05/2013 15:00,West Midlands,,16/02/2013 15:00
Senior Administrator  Payroll,Freedom Leisure,1916.67,Permanent,Finance and Accounting,4/11/2012 12:00,Lewes,,5/10/2012 12:00
Lettings Marketing Manager,Macildowie Associates.,3208.33,Permanent,Sales,25/07/2013 12:00,Milton Keynes,,26/04/2013 12:00
Senior User Interface Web Developer  PHP,DW & Associates,3333.33,Permanent,Information Technology,24/01/2013 0:00,UK,,25/12/2012 0:00
Financial Accounting Administrator,Adecco Group,1716,Fixed Term Contract,Finance and Accounting,25/02/2012 0:00,Cheltenham,,26/01/2012 0:00
Trainee Accounts Assistant,Travail Employment Group,1291.67,Permanent,Finance and Accounting,26/05/2012 15:00,UK,,26/02/2012 15:00
Sales Engineer  Water Treatment  East England,Hammond Recruitment,2500,Permanent,Engineering,5/12/2012 12:00,South Yorkshire,,5/11/2012 12:00
UPS/Battary Engineer  M4 Corridor,Hammond Recruitment,2083.33,Permanent,Engineering,25/06/2013 0:00,Swindon,,27/03/2013 0:00
Business Development ManagerOutdoor Equipment****,H2 Recruit,3125,Permanent,Sales,29/07/2013 15:00,Leeds,,29/06/2013 15:00
Assistant Financial Analyst 3rd Party Sales  Coventry,Lloyds Pharmacy,2041.67,Permanent,Finance and Accounting,16/01/2013 0:00,UK,,18/10/2012 0:00
Seconadry Teachers  Croydon,Engage Education,2700,Fixed Term Contract,Teaching,14/06/2013 12:00,UK,,31/05/2013 12:00
Undercarriage specialist,Hays,3750,Permanent,Engineering,5/12/2013 0:00,Slough,,6/09/2013 0:00
Leading Training Course Provider seeks **** x Trainee Sales Executives,Holland & Tisdall.,2625,Permanent,Sales,18/06/2013 15:00,Epsom,,20/03/2013 15:00
Swedish/Finnish/Danish/Norwegian Business Development Executive,Language Matters,2083.33,Permanent,Sales,12/04/2013 12:00,South East London,,11/02/2013 12:00
Trainee or Experienced Protection / Mortgage Advisors,hunt4staff.com,2916.67,Permanent,Finance and Accounting,29/08/2012 0:00,Leicester,,30/06/2012 0:00
Graduate/Trainee New Business Sales Opportunity  London,Holland & Tisdall.,2291.67,Permanent,Sales,28/05/2012 15:00,South East London,,29/03/2012 15:00
Technical Operations Manager  Wiltshire,Blue Bolt Ltd,2916.67,Permanent,Engineering,30/08/2012 0:00,Swindon,,31/07/2012 0:00
Mechanical Fitter / Engineer (days)  Lincolnshire,Additional Resources Ltd,2791.67,Permanent,Engineering,9/05/2012 12:00,Lincoln,,10/03/2012 12:00
BDM/New Business Hunter/Business Development/Field Sales,Genesis Associates,3041.67,Permanent,Sales,9/10/2013 12:00,Kent,,9/09/2013 12:00
C DEVELOPER  LONDON  ****K,Circle Recruitment,3125,Permanent,Information Technology,1/04/2012 15:00,London,,1/02/2012 15:00
Nursery Nurse  Alasma Ulhusna,Hays,1450,Fixed Term Contract,Teaching,14/08/2013 0:00,London,,15/07/2013 0:00
Loan Servicing Manager  London,Trident,5208.33,Permanent,Finance and Accounting,8/08/2012 12:00,South East London,,10/05/2012 12:00
Teaching Assistant for English Department,Hays,1520,Fixed Term Contract,Teaching,30/06/2012 12:00,Sheffield,,16/06/2012 12:00
Problem Manager  London,hyphen,4166.67,Permanent,Finance and Accounting,27/11/2012 15:00,South East London,,28/09/2012 15:00
Logistics Manager – Defence Engineering (Import and Export),ERS,3083.33,Fixed Term Contract,Engineering,20/05/2012 0:00,South East London,,6/05/2012 0:00
Corporate Tax Accounant  Coventry,Lloyds Pharmacy,3375,Permanent,Finance and Accounting,14/01/2013 15:00,UK,,16/10/2012 15:00
Drug Worker  Recovery Team,BROOK STREET BUREAU   Bristol Care,1560,Fixed Term Contract,Healthcare and Nursing,25/02/2013 12:00,UK,,26/01/2013 12:00
Maintenance Fitter / Engineer,Hexagon Recruitment,2208.33,Permanent,Engineering,23/09/2013 0:00,UK,,24/08/2013 0:00
Investment Fund Analyst,Alan Mitchell Financial Recruitment,4583.33,Permanent,Finance and Accounting,18/09/2012 15:00,South East London,,19/08/2012 15:00
Sales Manager – Insurance / Finance,Red Flag Recruitment Ltd,2916.67,Permanent,Sales,30/09/2013 15:00,Brighton,,31/08/2013 15:00
Senior Unix/Linux Consultant  Redhat  Ubuntu  Fedora,Pearson Whiffin Affinity,6500,Fixed Term Contract,Information Technology,18/02/2013 0:00,Canterbury,,20/12/2012 0:00
Primary Teachers  Wandsworth,Engage Education,2700,Fixed Term Contract,Teaching,25/10/2012 0:00,East Sheen,,11/10/2012 0:00
Maintenance Engineer 2254M4EN,Pioneer Selection,2208.33,Permanent,Engineering,21/07/2013 0:00,UK,,22/05/2013 0:00
Substation Project Manager (Utilities)  Scotland,Coyle & Associates,4166.67,Fixed Term Contract,Engineering,8/01/2013 0:00,UK,,25/12/2012 0:00
Field Service Engineer ****F****CH,Pioneer Selection,2333.33,Permanent,Engineering,16/05/2012 0:00,Northampton,,16/04/2012 0:00
Part Time Experienced New Homes Negotiator Sought,AMR   West Midlands,1083.33,,Sales,25/05/2013 0:00,UK,0.6 FTE,11/05/2013 0:00
Do you have pensions experience?,Carlisle Managed Solutions,1687.5,Permanent,Finance and Accounting,26/04/2013 0:00,Dorking,,27/03/2013 0:00
1st Line Support Engineer with recent HTML experience,E PERSONNEL LIMITED,1791.67,Permanent,Information Technology,10/10/2013 0:00,Leatherhead,,11/08/2013 0:00
Store Manager: West London,Pzazz,2083.33,Fixed Term Contract,Sales,12/07/2013 12:00,East Sheen,,12/06/2013 12:00
Designer / Technician  Timber Frame/ Timber Engineering / SIPS,ARV Solutions.,2000,Permanent,Engineering,26/06/2012 0:00,West Midlands,,28/03/2012 0:00
Service Engineer (Combustion equipment)  West Midlands,Additional Resources Ltd,2416.67,Permanent,Engineering,14/01/2014 15:00,Stratford-Upon-Avon,,16/10/2013 15:00
"Project Worker Background as Teacher, Social Worker, Community Worker",Barnardos,1739,,Healthcare and Nursing,18/04/2013 0:00,UK,0.4 FTE,17/02/2013 0:00
Lead EC&I Engineer,Earthstream,4166.67,Permanent,Engineering,3/08/2012 0:00,Scotland,,4/06/2012 0:00
Freelance Digital Account Director  Award Winning Agency  Healthcare,ecomrecruitment.com,4600,Permanent,"PR, Advertising and Marketing",29/12/2012 12:00,South East London,,29/11/2012 12:00
Strategic Business Development Manager  Motor Finance,CBC Recruitment Solutions,3250,Permanent,Finance and Accounting,27/09/2013 12:00,UK,,29/06/2013 12:00
Web/Software Developer,Calibre Search,1500,Permanent,"PR, Advertising and Marketing",3/10/2013 0:00,Harrogate,,5/07/2013 0:00
Client Services Administrators,Tate,1750,Permanent,Finance and Accounting,6/09/2013 12:00,Henley-On-Thames,,7/08/2013 12:00
Sales and Commercial Analyst,Pure Resourcing Solutions,2960,Fixed Term Contract,Finance and Accounting,5/07/2012 15:00,UK,,21/06/2012 15:00
Senior Italian speaking Market Research Consultant,Forest Personnel Limited,2333.33,Permanent,"PR, Advertising and Marketing",24/06/2013 0:00,Bracknell,,25/05/2013 0:00
Regulatory Affairs Associate  Mauritius,Paramount Recruitment Pharmaceutical,3750,Permanent,Healthcare and Nursing,20/05/2012 0:00,UK,,21/03/2012 0:00
Recruitment Consultant/Trainee  Uncapped Bonus,Prime Time Recruitment,1750,Permanent,Sales,14/02/2013 12:00,Marton-In-Cleveland,,15/01/2013 12:00
Mechanical Maintenance Engineer 2430M2BG,Pioneer Selection,2854.17,Permanent,Engineering,7/01/2014 12:00,UK,,8/12/2013 12:00
AV Installation Engineer,Hammond Recruitment,2375,Permanent,Engineering,9/11/2013 12:00,Buckinghamshire,,10/10/2013 12:00
"VP, Fixed Income Bond sales",Alan Mitchell Financial Recruitment,7916.67,Permanent,Finance and Accounting,9/10/2012 12:00,South East London,,10/08/2012 12:00
Year 6 Teacher  TLR,Hays,2502.08,Permanent,Teaching,21/07/2013 0:00,UK,,22/05/2013 0:00
Recruitment Consultant (Water/Infrastructure/Rail/Energy),JAM Recruitment Ltd.,2000,Permanent,Sales,19/04/2012 12:00,London,,20/03/2012 12:00
Test Technician TRF****,Pioneer Selection,2760,Fixed Term Contract,Engineering,26/11/2012 15:00,Tewkesbury,,12/11/2012 15:00
**** x Inner Shield Welders Immediately Required,Proactive Technical Recruitment,2400,Fixed Term Contract,Engineering,8/12/2012 15:00,UK,,24/11/2012 15:00
3rd Line Support Consultant,Code Blue Recruitment,2083.33,Permanent,Information Technology,4/01/2013 12:00,Bradford,,6/10/2012 12:00
Mechanical Engineer / Inspector  District Heating,BBL Recruitment,3520,Fixed Term Contract,Engineering,5/12/2013 15:00,North Lambeth,,6/10/2013 15:00
Payroll Administrator  Barcelona  **** Euros,James Gray Associates Ltd,1958.33,Permanent,Finance and Accounting,19/08/2013 12:00,Daventry,,21/05/2013 12:00
TA Administrator – Service Delivery Support,Eurobase People,1760,Fixed Term Contract,Finance and Accounting,23/02/2013 15:00,UK,,9/02/2013 15:00
Invoicing Analyst,Toner Graham,1840,Fixed Term Contract,Finance and Accounting,24/07/2012 0:00,Warwickshire,,24/06/2012 0:00
Technical PreSales Consultant (Microsoft Exchange),Mead Partners Limited,4583.33,Permanent,Sales,13/02/2013 0:00,London,,15/12/2012 0:00
Software Developer (ASPNET/SQL SERVER),Bluefire Consulting,4400,Fixed Term Contract,Information Technology,28/12/2013 0:00,Sheffield,,29/10/2013 0:00
Accounts Recievable Assistant,Kennedy Pearce Consulting,1625,Permanent,Finance and Accounting,13/06/2013 15:00,London,,15/03/2013 15:00
Employability Skills Tutor  North West,V Selective Ltd,1875,Permanent,Teaching,14/07/2013 12:00,North West London,,15/04/2013 12:00
QA Tester  UK leader  Free onsite Gym,Code Blue Recruitment,2208.33,Permanent,Information Technology,11/01/2014 0:00,Bradford,,12/12/2013 0:00
MARKETING MANAGER / MARKETING COMMUNICATIONS MANAGER – TECHNOLOGY,Serata Search,4166.67,Permanent,"PR, Advertising and Marketing",14/08/2013 12:00,Preston,,15/07/2013 12:00
CNC Programmer C****WGK,Pioneer Selection,2800,Fixed Term Contract,Engineering,12/12/2012 12:00,UK,,13/10/2012 12:00
PROPERTY BUYER / PROPERTY SALES EXECUTIVE / TELESALES,Serata Search,1708.33,Permanent,Sales,12/04/2012 12:00,Wilmslow,,13/03/2012 12:00
Digital Product Assistant,Champion Technical,1875,Fixed Term Contract,Information Technology,2/06/2013 15:00,Oxford,,3/05/2013 15:00
AV Service Manager,Hammond Recruitment,2708.33,Permanent,Engineering,5/07/2013 12:00,Buckinghamshire,,6/05/2013 12:00
Credit Hire Key Account Manager  Award Winning Business,Flexible Solutionz,5625,Permanent,Finance and Accounting,7/05/2013 12:00,UK,,8/03/2013 12:00
Employability Skills Tutor North East,V Selective Ltd,1875,Permanent,Teaching,29/12/2012 0:00,North East England,,30/09/2012 0:00
SALES PROGRESSOR / CASE PROGRESSOR / CONVEYANCER,Serata Search,1500,Permanent,Sales,23/02/2013 12:00,Wilmslow,,25/12/2012 12:00
Salesforce Technical Consultant/Developer,Huntress Group,3125,Permanent,Information Technology,1/01/2013 12:00,UK,,2/11/2012 12:00
Employability Skills Tutor  West Midlands,V Selective Ltd,1875,Permanent,Teaching,30/01/2013 0:00,West Midlands,,31/12/2012 0:00
Football & Sports Development Officer,Hays,2189.67,Fixed Term Contract,Teaching,2/06/2012 0:00,UK,,3/05/2012 0:00
Employability Skills Tutor  East Midlands,V Selective Ltd,1875,Permanent,Teaching,26/12/2013 12:00,East Midlands,,27/10/2013 12:00
Field Sales  Gurus Required,Recruitment Genius,2916.67,Permanent,Sales,6/08/2013 0:00,Brighton,,8/05/2013 0:00
2nd Line Server Support,Modis,1958.33,Permanent,Information Technology,17/03/2013 12:00,UK,,15/02/2013 12:00
IFA Client Services Team Leader/Manager,Oval Recruit Ltd,3208.33,Permanent,Finance and Accounting,12/09/2013 0:00,Surrey,,13/08/2013 0:00
Chef ManagerContract CateringNorth East****,Berkeley Scott Limited,1791.67,Permanent,Hospitality and Catering,11/02/2013 12:00,Northumberland,,12/01/2013 12:00
Senior Salesforce Technical Architect,Huntress Group,5208.33,Permanent,Information Technology,24/06/2012 0:00,South East London,,26/03/2012 0:00
Senior Design Draughter,GSA Recruitment,2833.33,Permanent,Information Technology,8/07/2012 15:00,UK,,9/04/2012 15:00
Project Manager  O/H Lines & Substations,En spiral,3958.33,Permanent,Engineering,30/03/2013 0:00,Scotland,,30/12/2012 0:00
Sub Contract Draughter,GSA Recruitment,4000,Fixed Term Contract,Information Technology,30/11/2013 12:00,UK,,1/10/2013 12:00
Pensions Accounant,Alexander Lloyd   Accountancy,2000,Permanent,Finance and Accounting,14/10/2012 12:00,Crawley,,14/09/2012 12:00
Mazak CNC Turner Programmer,The Workshop,1833.33,Permanent,Engineering,7/05/2012 15:00,Portsmouth,,7/04/2012 15:00
Business Development / Sales – Essex,LJB & Co,2083.33,Permanent,Sales,24/11/2013 12:00,UK,,25/10/2013 12:00
Inhouse Marketing Manager,i2i recruitment,2291.67,Fixed Term Contract,"PR, Advertising and Marketing",7/02/2014 12:00,Gloucester,,9/12/2013 12:00
Senior SAP ABAP Developer,Huntress Group,5000,Permanent,Engineering,17/12/2013 0:00,UK,,18/09/2013 0:00
Technical Salesforce Consultant,Huntress Group,5000,Permanent,Information Technology,4/07/2012 15:00,South East London,,4/06/2012 15:00
Car Sales Executive  Jobs in Suffolk,Driven Motor Jobs,1958.33,Permanent,Sales,25/08/2013 12:00,UK,,26/06/2013 12:00
PPC Executive – Fluent German,Blue Glue,2500,Permanent,"PR, Advertising and Marketing",5/03/2012 0:00,London,,4/02/2012 0:00
Kitchen Manager  Branded Pub County Durham,Berkeley Scott Limited,1791.67,Permanent,Hospitality and Catering,1/01/2014 15:00,UK,,3/10/2013 15:00
National Accounts Telemarketing Executive,BROOK STREET BUREAU   Guildford,1291.67,Permanent,Sales,23/02/2012 0:00,Farnham,,24/01/2012 0:00
Graduate Application Developer,Newcastle University,1333.33,Permanent,Information Technology,5/07/2012 15:00,Gateshead,,5/06/2012 15:00
